"Accident_Index","accyr","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","make","model"
"2016010000495","2016","1","9","0","3","0","1","0","0","0","0","3","1","6","1","10","1794","1","13","6","1","TOYOTA","AVENSIS  T3-X"
"2016010000495","2016","2","3","0","14","0","1","0","8","0","0","3","1","6","1","5","125","1","7","4","1","HONDA","CBF 125 M-9"
"2016010000496","2016","1","9","0","9","0","5","0","0","0","0","3","1","6","1","8","1389","1","17","9","1","VAUXHALL","ASTRA ENVOY 16V"
"2016010000496","2016","2","9","0","18","0","1","0","0","0","0","1","1","6","1","6","-1","-1","-1","9","1",\0,\0
"2016010000497","2016","1","10","0","5","0","2","0","0","0","0","4","2","6","1","6","-1","-1","-1","-1","-1",\0,\0
"2016010000498","2016","1","3","0","18","0","1","0","0","0","0","3","1","6","1","5","125","1","8","1","1","HONDA","PES 125-8"
"2016010000498","2016","2","9","0","6","0","1","0","0","0","0","1","1","6","3","-1","1499","2","-1","-1","-1","FORD","FOCUS ZETEC TDCI"
"2016010000499","2016","1","9","0","9","0","8","0","0","0","0","4","1","1","1","8","-1","-1","-1","2","1","VAUXHALL","ASTRA SPORTIVE CDTI"
"2016010000500","2016","1","9","0","18","0","1","0","0","0","0","0","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000500","2016","2","9","0","9","0","1","0","0","0","0","0","1","6","1","8","-1","-1","-1","-1","-1",\0,\0
"2016010000501","2016","1","9","0","4","0","1","0","0","0","0","4","2","6","2","5","1388","1","6","2","1","FORD","FIESTA ZETEC AUTO"
"2016010000502","2016","1","9","0","9","0","1","0","0","0","0","1","1","6","1","6","2143","2","1","9","1","MERCEDES","C250 AMG LINE PREM + BLUETEC A"
"2016010000502","2016","2","4","0","18","0","6","0","0","0","0","1","1","6","1","6","659","1","5","1","1","YAMAHA","XT 660 X"
"2016010000503","2016","1","9","0","12","0","0","2","10","1","0","1","1","6","1","5","1598","1","3","2","1","BMW","116I SPORT"
"2016010000504","2016","1","11","0","4","0","6","0","0","0","0","0","1","1","1","6","6692","2","7","6","1","OTHER BRITISH","Missing"
"2016010000505","2016","1","8","0","9","0","1","0","0","0","0","3","1","6","1","8","1968","2","5","4","1","VOLKSWAGEN","SHARAN S BLUEMOTION TDI S-A"
"2016010000505","2016","2","1","0","18","0","1","0","0","0","0","1","1","6","1","9","-1","-1","-1","7","1",\0,\0
"2016010000506","2016","1","9","0","9","0","1","0","11","0","0","1","1","6","1","8","1364","1","9","9","1","VAUXHALL","CORSA CLUB A/C AUTO"
"2016010000506","2016","2","3","0","18","0","2","0","0","0","0","1","1","6","1","7","125","1","-1","3","1","KYMCO","AGILITY 125"
"2016010000507","2016","1","9","0","18","0","1","0","0","0","0","1","1","6","1","6","1991","1","-1","2","1","MERCEDES","C200 SE EXECUTIVE AUTO"
"2016010000509","2016","1","9","0","18","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000511","2016","1","8","0","5","0","0","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000513","2016","1","9","0","1","0","1","0","0","0","0","2","1","1","1","5","1582","2","3","5","1","HYUNDAI","I30 CLASSIC CRDI"
"2016010000513","2016","2","11","0","5","0","1","0","0","0","0","1","1","1","1","6","4500","2","7","5","1","ALEXANDER DENNIS","Missing"
"2016010000514","2016","1","9","0","18","0","1","0","4","0","0","4","1","6","1","4","1600","1","11","4","1","VOLKSWAGEN","GOLF SE AUTO"
"2016010000514","2016","2","9","0","2","6","1","0","0","0","0","3","1","6","3","-1","1497","8","8","-1","-1","TOYOTA","PRIUS T3 VVT-I AUTO"
"2016010000515","2016","1","9","0","10","0","5","0","0","0","0","1","1","6","2","7","1588","1","12","2","1","ROVER","45 CONNOISSEUR CVT"
"2016010000516","2016","1","9","0","18","0","2","0","0","0","0","1","1","6","1","9","-1","-1","-1","-1","-1",\0,\0
"2016010000517","2016","1","9","0","1","0","1","0","0","0","0","2","1","1","1","9","-1","-1","-1","4","1","MERCEDES","SPRINTER 311 CDI MWB"
"2016010000517","2016","2","2","0","3","0","1","0","0","0","0","1","1","6","1","5","599","1","9","2","1","YAMAHA","FZ6 S2"
"2016010000518","2016","1","9","0","16","0","1","1","10","1","4","1","1","6","1","5","1598","1","14","8","1","MINI","MINI COOPER"
"2016010000519","2016","1","4","0","13","0","8","5","0","0","0","1","1","6","1","5","125","1","-1","2","1","HONDA","NSS 125 AD-F"
"2016010000519","2016","2","9","0","9","0","8","0","0","0","0","3","1","6","1","5","1461","2","2","7","1","MERCEDES","A180 BLUEEFFICIENCY SE CDI"
"2016010000522","2016","1","9","0","9","0","3","0","0","0","0","4","1","6","1","6","1560","2","10","1","1","FORD","FOCUS LX TDCI"
"2016010000522","2016","2","9","0","18","0","4","0","0","0","0","1","1","6","1","11","1599","1","11","1","1","HYUNDAI","MATRIX GSI AUTO"
"2016010000523","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","3","-1","1390","1","5","-1","-1","VOLKSWAGEN","GOLF MATCH TSI DSG"
"2016010000524","2016","1","8","0","4","0","2","0","0","0","0","4","1","1","1","6","1956","2","3","1","1","VAUXHALL","INSIGNIA EXCLUSIV CDTI AUTO"
"2016010000524","2016","2","4","0","15","0","8","0","0","0","0","3","1","6","1","6","125","1","-1","5","1","SYM","AZ SYMPHONY SR 125"
"2016010000526","2016","1","5","0","11","0","0","0","0","0","0","1","1","2","1","5","689","1","1","7","1","Yamaha","MT - 07 ABS"
"2016010000526","2016","2","9","0","18","0","0","0","0","0","0","2","1","1","1","8","-1","-1","-1","7","1",\0,\0
"2016010000527","2016","1","9","0","18","0","0","0","0","0","0","2","1","6","1","7","1991","2","6","2","1","CHEVROLET","CAPTIVA LT 7S VCDI A"
"2016010000527","2016","2","9","0","18","0","0","0","0","0","0","2","1","6","2","6","1587","1","15","1","1","PEUGEOT","307 LX 16V"
"2016010000527","2016","3","9","0","18","0","0","0","0","0","0","1","1","6","1","6","1769","1","14","3","1","NISSAN","PRIMERA S AUTO"
"2016010000529","2016","1","9","0","15","0","1","0","0","0","0","1","1","6","2","10","-1","-1","-1","9","1",\0,\0
"2016010000531","2016","1","9","0","18","0","0","0","0","0","0","1","1","6","3","-1","1598","1","13","-1","-1","TOYOTA","COROLLA TSPIRIT VVTI AUTO"
"2016010000533","2016","1","9","0","6","0","0","0","0","1","1","2","1","6","1","5","1496","2","-1","3","1","BMW","116D M SPORT AUTO"
"2016010000533","2016","2","3","0","13","0","0","0","0","0","0","1","1","1","1","6","125","1","3","2","1","Honda","FES 125 A-C"
"2016010000534","2016","1","3","0","18","0","1","0","0","0","0","1","1","6","1","6","124","1","6","9","1","YAMAHA","NXC 125 CYGNUS"
"2016010000534","2016","2","9","0","9","0","6","0","0","0","0","3","1","6","3","-1","2993","2","9","-1","-1","BMW","525D SE"
"2016010000535","2016","1","9","0","18","0","3","0","0","0","0","4","1","1","1","6","1896","2","8","3","1","VOLKSWAGEN","SHARAN SE TDI 115"
"2016010000535","2016","2","8","0","7","0","4","0","0","0","0","3","1","1","1","8","1798","8","1","5","1","TOYOTA","PRIUS T3 VVT-I CVT"
"2016010000536","2016","1","9","0","7","0","3","0","0","0","0","1","1","6","1","9","1798","1","10","2","1","MAZDA","6 TS"
"2016010000536","2016","2","8","0","18","0","4","0","0","0","0","1","1","1","1","8","1997","2","2","1","1","FORD","GALAXY ZETEC TDCI AUTO"
"2016010000538","2016","1","9","0","18","9","5","1","0","1","2","1","2","6","1","5","-1","-1","-1","4","1",\0,\0
"2016010000541","2016","1","9","0","1","0","1","0","0","0","0","2","2","6","1","9","1896","2","12","-1","-1","VOLKSWAGEN","TOURAN S TDI"
"2016010000544","2016","1","9","0","18","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000545","2016","1","4","0","18","0","1","0","0","0","0","3","1","6","1","8","399","1","24","7","1","HONDA","Missing"
"2016010000545","2016","2","9","0","9","0","6","0","0","0","0","0","1","6","1","7","1199","1","18","2","1","VAUXHALL","CORSA LS 16V AUTO"
"2016010000546","2016","1","9","0","9","0","3","0","0","0","0","1","1","6","1","6","1248","2","8","4","1","VAUXHALL","CORSA CLUB A/C CDTI"
"2016010000546","2016","2","1","0","18","0","3","0","0","0","0","1","1","6","2","8","-1","-1","-1","4","1",\0,\0
"2016010000547","2016","1","9","0","18","0","8","0","0","0","0","4","1","6","2","11","1996","1","15","6","1","CHRYSLER","PT CRUISER LIMITED EDITION A"
"2016010000547","2016","2","9","0","9","0","8","0","0","0","0","1","1","6","2","5","1229","1","9","4","1","VAUXHALL","CORSA CLUB S-A"
"2016010000548","2016","1","9","0","9","0","2","0","0","0","0","4","1","6","1","10","2987","2","3","5","1","MERCEDES","S350 BLUETEC B-FCY L CDI AUTO"
"2016010000548","2016","2","5","0","18","0","8","0","0","0","0","1","1","6","1","6","1299","1","13","8","1","SUZUKI","GSX 1300 RZK3"
"2016010000550","2016","1","9","0","18","0","1","0","0","0","0","2","1","6","1","6","2143","2","1","9","1","MERCEDES","C220 SE EXECUTIVE BLUETEC AUTO"
"2016010000550","2016","2","9","0","3","0","2","0","0","0","0","2","1","6","1","8","998","1","3","8","1","FORD","FIESTA ZETEC"
"2016010000550","2016","3","9","0","3","0","1","0","0","0","0","2","1","6","1","6","1390","1","7","-1","-1","VOLKSWAGEN","GOLF S"
"2016010000551","2016","1","9","0","18","0","0","0","0","0","0","1","1","3","1","6","-1","-1","-1","3","1","LDV","400 CONVOY D LWB"
"2016010000552","2016","1","9","0","5","0","3","0","0","0","0","1","1","6","2","8","1598","1","8","4","1","VAUXHALL","ZAFIRA EXCLUSIV"
"2016010000552","2016","2","9","0","9","0","3","0","0","0","0","4","1","6","1","6","4163","1","4","10","1","AUDI","S5 FSI QUATTRO S-A"
"2016010000553","2016","1","9","0","5","0","8","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000554","2016","1","8","0","9","0","8","0","0","0","0","0","1","1","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000555","2016","1","9","0","4","0","2","0","0","0","0","1","1","6","1","8","1992","2","9","1","1","MERCEDES","B180 CDI SE CVT"
"2016010000555","2016","2","9","0","4","0","2","0","0","0","0","2","1","6","1","7","2393","1","16","4","1","AUDI","A6 QUATTRO SE"
"2016010000556","2016","1","8","0","4","0","4","0","0","0","0","1","1","1","1","10","-1","-1","-1","-1","1",\0,\0
"2016010000556","2016","2","1","0","18","0","4","0","0","0","0","1","1","6","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000557","2016","1","9","0","18","0","1","0","0","0","0","1","1","6","1","9","1400","1","10","6","1","MAZDA","2 ANTARES"
"2016010000558","2016","1","90","0","18","0","1","0","0","0","0","1","1","1","1","8","2987","2","1","-1","-1","MERCEDES","SPRINTER 519 CDI"
"2016010000558","2016","2","9","5","9","0","2","0","0","0","0","2","1","6","1","7","999","1","8","4","1","SMART","FORTWO PASSION 71 AUTO"
"2016010000558","2016","3","9","5","3","0","2","0","0","0","0","0","1","6","1","9","1360","1","12","5","1","PEUGEOT","307 S 90"
"2016010000560","2016","1","9","0","5","0","2","0","11","0","0","0","1","6","2","5","2143","2","3","3","1","MERCEDES","E220 SE CDI BLUEEF-CY S/S A"
"2016010000562","2016","1","9","0","3","0","2","0","0","0","0","4","1","6","2","4","1229","1","2","10","1","VAUXHALL","CORSA LIMITED EDITION"
"2016010000563","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","2","7","1995","1","7","4","1","BMW","116I SE AUTO"
"2016010000563","2016","2","9","0","18","0","8","0","0","0","0","3","1","6","2","6","1991","2","6","3","1","CHEVROLET","CAPTIVA LTZ VCDI AUTO"
"2016010000564","2016","1","9","0","3","0","7","0","0","0","0","2","1","6","1","7","1242","1","4","7","1","FORD","FIESTA ZETEC"
"2016010000564","2016","2","9","0","4","0","4","0","0","0","0","1","1","6","1","7","1360","1","11","6","1","PEUGEOT","206 VERVE"
"2016010000566","2016","1","9","0","18","0","8","0","11","0","0","1","1","6","1","7","1598","1","13","2","1","VAUXHALL","ASTRA CLUB AUTO"
"2016010000566","2016","2","9","0","18","0","8","0","11","0","0","4","1","6","2","6","1598","2","2","-1","-1","BMW","116D EFFICIENTDYNAMICS"
"2016010000568","2016","1","9","0","18","0","8","0","0","0","0","3","1","6","1","6","1598","1","5","2","1","CHEVROLET","CRUZE LS AUTO"
"2016010000568","2016","2","9","0","9","0","6","0","0","0","0","1","1","6","2","7","2179","2","1","1","1","LAND ROVER","RANGE ROVER EVOQUE AUTOBI SD4A"
"2016010000569","2016","1","3","0","5","0","1","0","0","0","0","3","1","1","1","7","124","1","-1","1","1","Yamaha","YP 125 RA X-MAX ABS"
"2016010000569","2016","2","8","0","5","0","1","0","0","0","0","3","1","1","1","8","1997","2","7","4","1","FORD","GALAXY 16V AUTO"
"2016010000569","2016","3","9","0","5","0","1","0","0","0","0","1","1","6","2","10","1968","2","1","7","1","AUDI","Q5 S LINE + TDI QUATTRO AUTO"
"2016010000570","2016","1","3","0","18","0","0","0","0","0","0","1","1","6","1","5","124","1","3","1","1","YAMAHA","YBR 125"
"2016010000572","2016","1","9","0","9","0","6","0","0","0","0","3","1","6","1","5","2143","2","-1","6","1","MERCEDES","A 200 D SPORT PREMIUM AUTO"
"2016010000572","2016","2","9","0","18","0","1","0","-1","0","0","1","1","2","1","7","1995","2","6","5","1","BMW","320D SE BUSINESS EDITION"
"2016010000575","2016","1","9","0","9","0","8","0","0","0","0","4","1","3","2","8","-1","-1","-1","-1","1",\0,\0
"2016010000575","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000576","2016","1","9","0","9","0","6","0","11","0","0","1","1","6","1","8","1998","1","9","1","1","DODGE","CALIBER SXT A"
"2016010000577","2016","1","9","0","5","0","8","0","0","0","0","1","2","2","1","9","1997","2","6","4","1","FORD","KUGA ZETEC TDCI"
"2016010000578","2016","1","8","0","9","0","8","0","0","0","0","4","1","1","1","6","2499","2","1","2","1","LONDON TAXIS INT.","TX4 ELEGANCE AUTO"
"2016010000579","2016","1","9","0","5","0","1","0","0","0","0","1","2","6","2","7","1910","2","10","1","1","VAUXHALL","VECTRA EXCLUSIV CDTI 120"
"2016010000579","2016","2","8","0","18","0","8","0","0","0","0","3","2","1","1","8","1896","2","8","4","1","SKODA","OCTAVIA AM-NTE TDI PD DSG"
"2016010000582","2016","1","9","0","9","0","6","0","0","0","0","4","1","6","1","7","1318","1","-1","8","1","HONDA","JAZZ SE I-VTEC CVT"
"2016010000582","2016","2","1","0","10","0","1","0","0","0","0","3","1","6","2","6","-1","-1","-1","5","1",\0,\0
"2016010000583","2016","1","9","0","18","0","0","0","0","0","0","0","2","6","1","6","1591","1","4","8","1","HYUNDAI","IX35 GDI STYLE 2WD"
"2016010000584","2016","1","3","0","18","0","8","0","0","0","0","1","1","1","1","6","125","1","1","4","1","Honda","WW 125 EX2-F"
"2016010000584","2016","2","9","0","18","0","6","0","0","0","0","1","1","6","3","-1","1396","1","18","-1","-1","HONDA","CIVIC 1.4i SE"
"2016010000585","2016","1","3","0","4","0","0","0","0","0","0","0","1","6","1","6","125","1","5","4","1","Honda","WW 125 EX2-A"
"2016010000585","2016","2","9","0","18","0","0","0","0","0","0","1","1","6","2","8","1397","1","13","2","1","MERCEDES","A140 AVANTGARDE AUTO"
"2016010000586","2016","1","9","0","18","0","0","0","0","0","0","2","1","6","1","4","1496","2","1","3","1","BMW","116D SPORT"
"2016010000586","2016","2","3","0","18","0","0","0","0","0","0","1","1","6","1","4","125","1","6","3","1","Honda","WW 125 EX2-A"
"2016010000587","2016","1","9","0","5","0","1","0","0","0","0","3","1","6","1","4","1242","1","10","5","1","FORD","FIESTA STYLE CLIMATE"
"2016010000587","2016","2","9","0","5","0","1","0","0","0","0","1","1","6","1","9","2979","1","12","5","1","BMW","730 I SE AUTO"
"2016010000587","2016","3","9","0","5","0","1","0","0","0","0","1","1","6","2","9","1796","1","5","2","1","VAUXHALL","INSIGNIA EXCLUSIV"
"2016010000588","2016","1","8","0","9","0","1","0","0","0","0","1","1","1","1","8","2499","2","7","5","2","LONDON TAXIS INT.","TX4 SILVER AUTO"
"2016010000590","2016","1","3","0","18","0","1","0","11","0","0","3","1","6","1","9","113","1","1","2","1","Suzuki","UK 110 NX"
"2016010000592","2016","1","8","0","18","0","2","0","0","1","4","1","2","1","1","9","2499","2","3","9","1","LONDON TAXIS INT.","TX4 ELEGANCE AUTO"
"2016010000592","2016","2","2","0","13","0","1","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000593","2016","1","9","0","9","0","8","0","0","0","0","1","1","6","1","6","1360","1","8","3","1","CITROEN","C3 COOL"
"2016010000593","2016","2","4","0","18","0","8","0","0","0","0","3","1","6","1","5","108","1","3","2","1","Honda","NSC 110 WH-B"
"2016010000594","2016","1","9","0","5","0","8","0","0","0","0","1","1","6","1","6","2143","2","5","9","1","MERCEDES","C200 SE ED 125 CDI BLUEEF-CY A"
"2016010000594","2016","2","9","0","5","0","8","1","0","0","0","2","1","6","1","7","1995","2","1","4","1","BMW","520D LUXURY AUTO"
"2016010000596","2016","1","9","0","4","0","8","0","0","0","0","2","1","6","2","6","1798","1","9","5","1","FORD","C-MAX STYLE"
"2016010000596","2016","2","9","0","17","0","8","0","0","0","0","1","1","6","3","-1","1248","2","8","-1","-1","VAUXHALL","CORSA BREEZE CDTI"
"2016010000597","2016","1","9","0","18","0","1","0","0","0","0","1","1","6","1","8","2993","2","11","3","1","BMW","535D SE TOURING AUTO"
"2016010000597","2016","2","9","0","4","0","8","0","0","7","0","4","1","6","2","8","1206","1","2","4","1","CHEVROLET","SPARK LTZ"
"2016010000597","2016","3","9","0","4","0","8","0","0","0","0","4","1","6","1","9","-1","-1","-1","5","1",\0,\0
"2016010000599","2016","1","9","0","9","0","6","0","0","0","0","3","1","6","2","11","1360","1","13","5","1","CITROEN","C3 SX AUTO"
"2016010000599","2016","2","5","0","18","0","8","5","0","0","0","1","1","6","1","4","649","1","9","-1","-1","KAWASAKI","KLE 650 B7F"
"2016010000602","2016","1","9","0","3","0","1","1","11","0","0","1","1","6","1","8","2979","1","11","4","1","BMW","X5 SPORT AUTO"
"2016010000605","2016","1","3","0","18","0","1","0","0","0","0","4","1","1","1","4","125","1","-1","3","1","Honda","SH 125 AD-G"
"2016010000605","2016","2","9","0","9","0","1","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000607","2016","1","9","0","18","0","1","0","11","7","4","1","1","6","1","9","1246","1","8","10","1","HONDA","JAZZ S"
"2016010000608","2016","1","2","0","18","0","1","1","11","0","0","1","1","1","1","5","108","1","1","7","1","Honda","NSC 110 E-E"
"2016010000609","2016","1","9","0","18","0","1","0","0","0","0","4","1","6","1","5","2616","1","9","5","3","MAZDA","MAZDA RX-8 231 PS"
"2016010000610","2016","1","9","0","18","0","2","0","0","0","0","1","1","2","1","6","3189","1","11","3","1","PORSCHE","CAYENNE TIPTRONIC S"
"2016010000611","2016","1","9","0","9","0","6","0","0","0","0","3","1","6","2","7","2720","2","7","4","1","LAND ROVER","RANGE ROVER SP HSE TDV6 A"
"2016010000611","2016","2","4","0","18","0","1","2","0","0","0","1","1","6","1","6","124","1","6","2","1","YAMAHA","YBR 125"
"2016010000612","2016","1","4","0","13","0","1","0","0","0","0","4","1","2","1","6","125","1","12","4","1","HONDA","XL 125 V-4"
"2016010000612","2016","2","9","0","9","0","1","0","0","0","0","3","1","1","1","8","1998","1","14","9","1","HONDA","CR-V I-VTEC SE SPORT"
"2016010000613","2016","1","9","0","16","0","0","5","4","6","0","1","1","6","1","5","1988","1","14","2","1","FORD","FOCUS ST170"
"2016010000613","2016","2","9","0","2","0","0","0","0","0","0","3","1","6","3","-1","2996","1","10","-1","-1","BMW","630i SPORT AUTO"
"2016010000613","2016","3","9","0","2","0","0","0","0","0","0","2","1","6","3","-1","1997","1","15","-1","-1","HONDA","ACCORD VTEC SE EXEC AUTO"
"2016010000613","2016","4","9","0","2","0","0","0","0","0","0","3","1","6","3","-1","1364","1","7","-1","-1","VAUXHALL","ASTRA ACTIVE"
"2016010000614","2016","1","9","0","18","0","8","0","0","3","4","3","1","6","1","6","1995","1","15","-1","-1","BMW","318 I SE"
"2016010000614","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","1","7","1753","2","9","3","1","FORD","GALAXY LX TDCI 100"
"2016010000615","2016","1","9","0","5","0","2","0","11","0","0","1","1","6","1","8","1398","1","1","1","1","VAUXHALL","CORSA SRI VX-LINE"
"2016010000617","2016","1","8","0","3","0","0","0","0","0","0","3","1","1","1","8","2987","2","2","1","1","MERCEDES","S350 L SE LINE EXEC B-TEC AUTO"
"2016010000617","2016","2","9","0","3","0","0","0","0","0","0","1","1","6","1","9","1984","1","-1","8","3","AUDI","TT S LINE TFSI QUATTRO S-A"
"2016010000617","2016","3","19","0","4","0","0","0","0","0","0","2","1","6","3","-1","2143","2","4","-1","-1","MERCEDES","VITO 116 CDI BLUEEFFICIENCY"
"2016010000620","2016","1","3","0","18","0","2","5","0","7","1","1","1","6","1","6","125","1","5","2","1","Honda","SH 125 B"
"2016010000623","2016","1","8","0","7","0","5","0","0","0","0","0","1","1","1","7","1998","2","6","2","1","TOYOTA","VERSO TR D-4D"
"2016010000623","2016","2","1","0","18","2","1","0","0","0","0","0","1","6","1","7","-1","-1","-1","5","1",\0,\0
"2016010000624","2016","1","9","0","7","0","8","0","0","0","0","3","1","1","1","7","1988","2","11","6","1","JAGUAR","X-TYPE SE D"
"2016010000624","2016","2","1","0","18","4","8","0","0","0","0","1","1","2","2","5","-1","-1","-1","3","1",\0,\0
"2016010000626","2016","1","9","0","3","0","1","0","0","0","0","2","1","6","2","7","2400","2","4","4","1","VOLVO","XC90 R-DESIGN D5 AWD AUTO"
"2016010000626","2016","2","8","0","4","0","1","0","0","0","0","1","-1","6","3","-1","1598","1","6","-1","-1","VAUXHALL","ASTRA SRI 113"
"2016010000627","2016","1","8","0","1","0","0","0","0","0","0","2","1","1","1","7","1798","8","-1","1","1","TOYOTA","PRIUS+ EXCEL CVT"
"2016010000628","2016","1","9","0","5","0","0","0","0","0","0","1","1","6","2","6","1497","8","10","4","1","TOYOTA","PRIUS T3 VVT-I AUTO"
"2016010000629","2016","1","2","0","18","0","-1","-1","-1","0","0","-1","1","2","2","5","49","1","7","3","1","PIAGGIO","LIBERTY"
"2016010000630","2016","1","9","0","18","0","0","0","0","0","0","1","-1","6","1","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000631","2016","1","9","0","18","0","1","0","0","0","0","1","1","3","2","6","-1","-1","-1","-1","1",\0,\0
"2016010000632","2016","1","9","0","3","0","1","0","0","0","0","4","1","6","1","9","1398","2","11","6","1","PEUGEOT","206 SW S HDI"
"2016010000632","2016","2","1","0","4","0","1","0","0","1","0","1","1","6","1","6","-1","-1","-1","4","1",\0,\0
"2016010000634","2016","1","4","0","18","0","1","0","0","0","0","2","1","6","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000636","2016","1","19","0","9","0","6","0","0","0","0","3","1","1","1","6","2143","2","-1","3","1","MERCEDES","SPRINTER 314CDI"
"2016010000636","2016","2","5","0","18","0","1","5","0","0","0","1","1","2","1","7","750","1","14","2","1","SUZUKI","Missing"
"2016010000637","2016","1","2","0","18","0","0","0","0","0","0","1","1","2","1","8","49","1","4","-1","-1","Honda","NSC 50 WH-C"
"2016010000637","2016","2","9","0","6","0","0","0","0","0","0","3","1","2","1","5","1497","8","-1","4","1","TOYOTA","YARIS ICON HYBRID VVT-I CVT"
"2016010000638","2016","1","19","0","18","0","0","0","0","0","0","1","1","1","2","8","1997","2","10","2","1","PEUGEOT","BOXER 290 LX SWB HDI"
"2016010000638","2016","2","9","0","18","0","0","0","0","0","0","1","1","2","2","8","998","1","1","2","1","FORD","B-MAX TITANIUM TURBO"
"2016010000640","2016","1","3","0","18","0","1","0","0","0","0","1","1","2","1","6","124","1","1","8","1","AJS","R7"
"2016010000640","2016","2","8","0","9","0","6","0","0","0","0","1","2","1","1","8","1997","2","2","3","1","FORD","GALAXY TITANIUM TDCI138 A"
"2016010000642","2016","1","9","0","4","0","-1","-1","0","0","0","2","-1","6","2","7","1329","1","1","5","1","TOYOTA","YARIS ICON VVT-I"
"2016010000642","2016","2","9","-1","4","0","-1","-1","-1","-1","-1","1","-1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000643","2016","1","19","0","18","0","1","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000644","2016","1","11","0","4","0","1","0","0","0","0","1","1","1","1","5","9360","2","5","2","1","VOLVO","Missing"
"2016010000645","2016","1","9","0","9","0","5","0","0","0","0","1","1","1","1","6","1995","2","1","2","1","BMW","320D M SPORT AUTO"
"2016010000646","2016","1","9","0","12","0","1","0","0","5","6","3","1","6","1","6","2143","12","1","4","1","MERCEDES","C300 SPORT BLUETEC HYBRID AUTO"
"2016010000646","2016","2","20","0","18","0","1","0","0","0","0","4","1","1","1","8","4580","2","7","3","1","MAN","Missing"
"2016010000646","2016","3","21","1","18","0","1","0","0","0","0","3","1","1","1","6","12777","2","-1","2","1","VOLVO","Missing"
"2016010000648","2016","1","3","0","18","0","8","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000649","2016","1","9","0","11","0","0","0","0","0","0","4","1","2","1","6","1229","1","5","1","1","VAUXHALL","CORSA LIMITED EDITION"
"2016010000649","2016","2","5","0","18","0","0","2","0","0","0","3","1","2","1","7","645","1","4","10","3","Suzuki","DL 650 AL2"
"2016010000650","2016","1","9","0","18","0","1","1","0","0","0","1","1","6","1","6","1598","1","9","5","1","RENAULT","SCENIC DYN VVT"
"2016010000650","2016","2","9","0","18","0","1","0","0","0","0","2","1","6","1","7","1896","2","11","3","1","FORD","GALAXY GHIA TDI AUTO"
"2016010000651","2016","1","9","0","9","0","6","0","0","0","0","4","1","2","2","6","1390","1","4","2","1","VOLKSWAGEN","GOLF MATCH TSI DSG"
"2016010000651","2016","2","3","0","14","0","1","0","0","0","0","1","1","6","1","7","108","1","2","3","1","Honda","NSC 110 E-E"
"2016010000652","2016","1","9","0","9","0","8","0","0","0","0","4","1","6","1","7","2149","2","9","5","1","MERCEDES","C220 CDI SE AUTO"
"2016010000652","2016","2","2","0","13","0","1","0","0","0","0","1","1","2","1","6","124","1","2","9","1","Piaggio","FLY 125 3V"
"2016010000654","2016","1","11","0","18","0","2","0","0","0","0","1","1","1","1","9","9360","2","6","10","3","VOLVO","Missing"
"2016010000654","2016","2","1","0","18","0","2","2","0","0","0","1","1","2","1","6","-1","-1","-1","-1","-1",\0,\0
"2016010000655","2016","1","9","0","18","0","1","0","0","0","0","1","1","6","2","8","-1","-1","-1","6","1",\0,\0
"2016010000655","2016","2","9","0","7","0","6","0","0","0","0","1","1","6","1","6","1339","8","7","4","1","HONDA","INSIGHT SE CVT"
"2016010000656","2016","1","9","0","18","0","4","0","0","0","0","3","1","6","2","9","-1","-1","-1","-1","1",\0,\0
